x spline sin
2.800000000000000e-01 2.765876210605522e-01 2.763556485641138e-01
2.900000000000000e-01 2.860882267698717e-01 2.859522251048356e-01
3.000000000000000e-01 2.955202066613396e-01 2.955202066613396e-01
3.000000000000000e-01 2.955202066613396e-01 2.955202066613396e-01
3.100000000000001e-01 3.053096333072099e-01 3.050586364434436e-01
3.200000000000001e-01 3.150215550209270e-01 3.145665606161178e-01
3.300000000000001e-01 3.246517350619533e-01 3.240430283948684e-01
3.400000000000000e-01 3.341959366897514e-01 3.334870921408144e-01
3.500000000000000e-01 3.436499231637838e-01 3.428978074554514e-01
3.600000000000000e-01 3.530094577435133e-01 3.522742332750900e-01
3.700000000000001e-01 3.622703036884020e-01 3.616154319649620e-01
3.800000000000001e-01 3.714282242579128e-01 3.709204694129827e-01
3.900000000000000e-01 3.804789827115081e-01 3.801884151231614e-01
4.000000000000000e-01 3.894183423086505e-01 3.894183423086505e-01
4.000000000000000e-01 3.894183423086505e-01 3.894183423086505e-01
4.100000000000000e-01 3.992785149885736e-01 3.986093279844229e-01
4.200000000000000e-01 4.090025009888449e-01 4.077604530595702e-01
4.300000000000000e-01 4.185697492268034e-01 4.168708024292108e-01
4.400000000000000e-01 4.279597086197875e-01 4.259394650659996e-01
4.500000000000000e-01 4.371518280851364e-01 4.349655341112302e-01
4.600000000000000e-01 4.461255565401884e-01 4.439481069655198e-01
4.700000000000000e-01 4.548603429022823e-01 4.528862853790683e-01
4.800000000000000e-01 4.633356360887569e-01 4.617791755414829e-01
4.900000000000000e-01 4.715308850169509e-01 4.706258881711580e-01
5.000000000000000e-01 4.794255386042031e-01 4.794255386042030e-01
5.000000000000000e-01 4.794255386042030e-01 4.794255386042030e-01
5.100000000000000e-01 4.890409437353452e-01 4.881772468829075e-01
5.200000000000000e-01 4.983565022764693e-01 4.968801378437367e-01
5.300000000000000e-01 5.073935140611606e-01 5.055333412048469e-01
5.400000000000000e-01 5.161732789230044e-01 5.141359916531132e-01
5.500000000000000e-01 5.247170966955855e-01 5.226872289306592e-01
5.600000000000001e-01 5.330462672124895e-01 5.311861979208834e-01
5.700000000000001e-01 5.411820903073012e-01 5.396320487339693e-01
5.800000000000000e-01 5.491458658136061e-01 5.480239367918736e-01
5.900000000000000e-01 5.569588935649891e-01 5.563610229127838e-01
6.000000000000000e-01 5.646424733950355e-01 5.646424733950354e-01
6.000000000000001e-01 5.646424733950355e-01 5.646424733950355e-01
6.100000000000001e-01 5.756945709370652e-01 5.728674601004814e-01
6.200000000000001e-01 5.864804652541992e-01 5.810351605373052e-01
6.300000000000001e-01 5.968421012092927e-01 5.891447579422696e-01
6.400000000000001e-01 6.066214236652018e-01 5.971954413623921e-01
6.500000000000001e-01 6.156603774847816e-01 6.051864057360397e-01
6.600000000000001e-01 6.238009075308882e-01 6.131168519734339e-01
6.700000000000002e-01 6.308849586663766e-01 6.209859870365598e-01
6.800000000000000e-01 6.367544757541029e-01 6.287930240184686e-01
6.900000000000001e-01 6.412514036569227e-01 6.365371822219680e-01
7.000000000000001e-01 6.442176872376911e-01 6.442176872376911e-01
7.000000000000001e-01 6.442176872376911e-01 6.442176872376911e-01
7.100000000000001e-01 6.511392713472514e-01 6.518337710215367e-01
7.200000000000001e-01 6.568564835020405e-01 6.593846719714732e-01
7.300000000000001e-01 6.618536512064830e-01 6.668696350036979e-01
7.400000000000001e-01 6.666151019650032e-01 6.742879116281452e-01
7.500000000000001e-01 6.716251632820255e-01 6.816387600233342e-01
7.600000000000001e-01 6.773681626619744e-01 6.889214451105514e-01
7.700000000000000e-01 6.843284276092740e-01 6.961352386273567e-01
7.800000000000000e-01 6.929902856283492e-01 7.032794192004101e-01
7.900000000000000e-01 7.038380642236239e-01 7.103532724176078e-01
8.000000000000000e-01 7.173560908995228e-01 7.173560908995228e-01
8.000000000000000e-01 7.173560908995228e-01 7.173560908995228e-01
8.100000000000001e-01 7.418255116685898e-01 7.242871743701426e-01
8.200000000000001e-01 7.675059971724635e-01 7.311458297268959e-01
8.300000000000001e-01 7.924540365609022e-01 7.379313711099628e-01
8.400000000000001e-01 8.147261189836641e-01 7.446431199708594e-01
8.500000000000001e-01 8.323787335905074e-01 7.512804051402927e-01
8.600000000000001e-01 8.434683695311904e-01 7.578425628952771e-01
8.700000000000001e-01 8.460515159554713e-01 7.643289370255052e-01
8.800000000000000e-01 8.381846620131082e-01 7.707388788989693e-01
8.900000000000000e-01 8.179242968538597e-01 7.770717475268238e-01
9.000000000000000e-01 7.833269096274835e-01 7.833269096274834e-01
