x spline sin
1.260000000000000e-01 1.257037378219931e-01 1.256668685497292e-01
1.280000000000000e-01 1.276935681735923e-01 1.276507608861487e-01
1.300000000000000e-01 1.296794324820270e-01 1.296341426196949e-01
1.320000000000000e-01 1.316611550692256e-01 1.316170058168434e-01
1.340000000000000e-01 1.336385602571172e-01 1.335993425461441e-01
1.360000000000000e-01 1.356114723676303e-01 1.355811448782528e-01
1.380000000000000e-01 1.375797157226938e-01 1.375624048859627e-01
1.400000000000000e-01 1.395431146442365e-01 1.395431146442365e-01
1.400000000000000e-01 1.395431146442365e-01 1.395431146442365e-01
1.420000000000000e-01 1.415470335223317e-01 1.415232662302378e-01
1.440000000000000e-01 1.435457008234451e-01 1.435028517233628e-01
1.460000000000000e-01 1.455388850821871e-01 1.454818632052723e-01
1.480000000000000e-01 1.475263548331679e-01 1.474602927599230e-01
1.500000000000000e-01 1.495078786109978e-01 1.494381324735992e-01
1.520000000000000e-01 1.514832249502873e-01 1.514153744349448e-01
1.540000000000000e-01 1.534521623856465e-01 1.533920107349946e-01
1.560000000000000e-01 1.554144594516859e-01 1.553680334672059e-01
1.580000000000000e-01 1.573698846830155e-01 1.573434347274905e-01
1.600000000000000e-01 1.593182066142460e-01 1.593182066142460e-01
1.600000000000000e-01 1.593182066142460e-01 1.593182066142460e-01
1.620000000000000e-01 1.613272198249627e-01 1.612923412283874e-01
1.640000000000000e-01 1.633286031135323e-01 1.632658306733790e-01
1.660000000000000e-01 1.653220613232967e-01 1.652386670552656e-01
1.680000000000000e-01 1.673072992975979e-01 1.672108424827043e-01
1.700000000000000e-01 1.692840218797778e-01 1.691823490669960e-01
1.720000000000000e-01 1.712519339131783e-01 1.711531789221170e-01
1.740000000000000e-01 1.732107402411412e-01 1.731233241647506e-01
1.760000000000000e-01 1.751601457070086e-01 1.750927769143182e-01
1.780000000000000e-01 1.770998551541223e-01 1.770615292930117e-01
1.800000000000000e-01 1.790295734258242e-01 1.790295734258242e-01
1.800000000000000e-01 1.790295734258242e-01 1.790295734258242e-01
1.820000000000000e-01 1.810458886582539e-01 1.809969014405816e-01
1.840000000000000e-01 1.830515508312687e-01 1.829635054679746e-01
1.860000000000000e-01 1.850461932175238e-01 1.849293776415896e-01
1.880000000000000e-01 1.870294490896743e-01 1.868945100979407e-01
1.900000000000000e-01 1.890009517203750e-01 1.888588949765006e-01
1.920000000000000e-01 1.909603343822812e-01 1.908225244197324e-01
1.940000000000000e-01 1.929072303480479e-01 1.927853905731209e-01
1.960000000000000e-01 1.948412728903301e-01 1.947474855852042e-01
1.980000000000000e-01 1.967620952817828e-01 1.967088016076047e-01
2.000000000000000e-01 1.986693307950612e-01 1.986693307950612e-01
2.000000000000000e-01 1.986693307950612e-01 1.986693307950612e-01
2.020000000000000e-01 2.006955126910878e-01 2.006290653054594e-01
2.040000000000000e-01 2.027072948335582e-01 2.025879972998638e-01
2.060000000000000e-01 2.047042310744354e-01 2.045461189425492e-01
2.080000000000000e-01 2.066858752656827e-01 2.065034224010315e-01
2.100000000000000e-01 2.086517812592630e-01 2.084598998460996e-01
2.120000000000000e-01 2.106015029071395e-01 2.104155434518462e-01
2.140000000000000e-01 2.125345940612753e-01 2.123703453956996e-01
2.160000000000000e-01 2.144506085736335e-01 2.143242978584545e-01
2.180000000000000e-01 2.163491002961771e-01 2.162773930243038e-01
2.200000000000000e-01 2.182296230808693e-01 2.182296230808693e-01
2.200000000000000e-01 2.182296230808693e-01 2.182296230808693e-01
2.220000000000000e-01 2.202685921788584e-01 2.201809802192335e-01
2.240000000000000e-01 2.222886128044825e-01 2.221314566339704e-01
2.260000000000000e-01 2.242891515712650e-01 2.240810445231770e-01
2.280000000000000e-01 2.262696750927291e-01 2.260297360885042e-01
2.300000000000000e-01 2.282296499823981e-01 2.279775235351884e-01
2.320000000000000e-01 2.301685428537955e-01 2.299243990720825e-01
2.340000000000000e-01 2.320858203204445e-01 2.318703549116868e-01
2.360000000000000e-01 2.339809489958685e-01 2.338153832701806e-01
2.380000000000000e-01 2.358533954935907e-01 2.357594763674532e-01
2.400000000000000e-01 2.377026264271346e-01 2.377026264271346e-01
2.400000000000000e-01 2.377026264271346e-01 2.377026264271346e-01
2.420000000000000e-01 2.397576579670458e-01 2.396448256766272e-01
2.440000000000000e-01 2.417883121493043e-01 2.415860663471367e-01
2.460000000000000e-01 2.437939605669124e-01 2.435263406737029e-01
2.480000000000000e-01 2.457739748128725e-01 2.454656408952310e-01
2.500000000000000e-01 2.477277264801869e-01 2.474039592545229e-01
2.520000000000000e-01 2.496545871618579e-01 2.493412879983077e-01
2.540000000000000e-01 2.515539284508879e-01 2.512776193772729e-01
2.560000000000000e-01 2.534251219402792e-01 2.532129456460956e-01
2.580000000000000e-01 2.552675392230342e-01 2.551472590634734e-01
2.600000000000000e-01 2.570805518921551e-01 2.570805518921551e-01
2.600000000000000e-01 2.570805518921551e-01 2.570805518921551e-01
2.620000000000000e-01 2.591552744679267e-01 2.590128163989720e-01
2.640000000000000e-01 2.611992328524161e-01 2.609440448548687e-01
2.660000000000000e-01 2.632116958749730e-01 2.628742295349339e-01
2.680000000000000e-01 2.651919323649465e-01 2.648033627184314e-01
2.700000000000000e-01 2.671392111516865e-01 2.667314366888311e-01
2.720000000000000e-01 2.690528010645423e-01 2.686584437338398e-01
2.740000000000000e-01 2.709319709328634e-01 2.705843761454317e-01
2.760000000000000e-01 2.727759895859994e-01 2.725092262198798e-01
2.780000000000000e-01 2.745841258532997e-01 2.744329862577863e-01
2.800000000000000e-01 2.763556485641138e-01 2.763556485641138e-01
2.800000000000000e-01 2.763556485641138e-01 2.763556485641138e-01
2.820000000000000e-01 2.784540426257134e-01 2.782772054482154e-01
2.840000000000000e-01 2.805142503250393e-01 2.801976492238663e-01
2.860000000000000e-01 2.825354300269543e-01 2.821169722092939e-01
2.880000000000000e-01 2.845167400963214e-01 2.840351667272089e-01
2.900000000000000e-01 2.864573388980034e-01 2.859522251048356e-01
2.920000000000000e-01 2.883563847968633e-01 2.878681396739431e-01
2.940000000000000e-01 2.902130361577639e-01 2.897829027708759e-01
2.960000000000000e-01 2.920264513455683e-01 2.916965067365839e-01
2.980000000000000e-01 2.937957887251392e-01 2.936089439166538e-01
3.000000000000000e-01 2.955202066613395e-01 2.955202066613396e-01
3.000000000000000e-01 2.955202066613395e-01 2.955202066613395e-01
3.020000000000000e-01 2.976466028640934e-01 2.974302873255927e-01
3.040000000000000e-01 2.997262782335522e-01 2.993391782690932e-01
3.060000000000000e-01 3.017582730149287e-01 3.012468718562797e-01
3.080000000000000e-01 3.037416274534356e-01 3.031533604563804e-01
3.100000000000000e-01 3.056753817942851e-01 3.050586364434435e-01
3.120000000000000e-01 3.075585762826902e-01 3.069626921963676e-01
3.140000000000000e-01 3.093902511638634e-01 3.088655200989321e-01
3.160000000000000e-01 3.111694466830173e-01 3.107671125398281e-01
3.180000000000000e-01 3.128952030853645e-01 3.126674619126883e-01
3.200000000000000e-01 3.145665606161178e-01 3.145665606161178e-01
3.200000000000000e-01 3.145665606161178e-01 3.145665606161178e-01
3.220000000000000e-01 3.167256380157848e-01 3.164644010537241e-01
3.240000000000000e-01 3.188282713085564e-01 3.183609756341483e-01
3.260000000000000e-01 3.208733750139185e-01 3.202562767710944e-01
3.280000000000000e-01 3.228598636513574e-01 3.221502968833604e-01
3.300000000000000e-01 3.247866517403588e-01 3.240430283948684e-01
3.320000000000000e-01 3.266526538004088e-01 3.259344637346948e-01
3.340000000000000e-01 3.284567843509932e-01 3.278245953371010e-01
3.360000000000000e-01 3.301979579115983e-01 3.297134156415628e-01
3.380000000000000e-01 3.318750890017101e-01 3.316009170928018e-01
3.400000000000000e-01 3.334870921408144e-01 3.334870921408144e-01
3.400000000000000e-01 3.334870921408144e-01 3.334870921408144e-01
3.420000000000000e-01 3.356838762321347e-01 3.353719332409032e-01
3.440000000000000e-01 3.378132281321731e-01 3.372554328537061e-01
3.460000000000000e-01 3.398739290811695e-01 3.391375834452274e-01
3.480000000000000e-01 3.418647603193632e-01 3.410183774868670e-01
3.500000000000000e-01 3.437845030869939e-01 3.428978074554514e-01
3.520000000000000e-01 3.456319386243014e-01 3.447758658332631e-01
3.540000000000000e-01 3.474058481715250e-01 3.466525451080713e-01
3.560000000000000e-01 3.491050129689046e-01 3.485278377731612e-01
3.580000000000000e-01 3.507282142566797e-01 3.504017363273646e-01
3.600000000000000e-01 3.522742332750899e-01 3.522742332750900e-01
3.600000000000000e-01 3.522742332750899e-01 3.522742332750899e-01
3.620000000000000e-01 3.545140938711388e-01 3.541453211263519e-01
3.640000000000000e-01 3.566741939016263e-01 3.560149923968016e-01
3.660000000000000e-01 3.587531738301162e-01 3.578832396077564e-01
3.680000000000000e-01 3.607496741201725e-01 3.597500552862299e-01
3.700000000000000e-01 3.626623352353592e-01 3.616154319649620e-01
3.720000000000000e-01 3.644897976392400e-01 3.634793621824483e-01
3.740000000000000e-01 3.662307017953789e-01 3.653418384829706e-01
3.760000000000000e-01 3.678836881673397e-01 3.672028534166260e-01
3.780000000000000e-01 3.694473972186863e-01 3.690623995393574e-01
3.800000000000000e-01 3.709204694129826e-01 3.709204694129827e-01
3.800000000000000e-01 3.709204694129827e-01 3.709204694129827e-01
3.820000000000000e-01 3.732091183620829e-01 3.727770556052249e-01
3.840000000000000e-01 3.754042631668577e-01 3.746321506897417e-01
3.860000000000000e-01 3.775043960764680e-01 3.764857472461553e-01
3.880000000000000e-01 3.795080093400746e-01 3.783378378600818e-01
3.900000000000000e-01 3.814135952068386e-01 3.801884151231614e-01
3.920000000000000e-01 3.832196459259208e-01 3.820374716330874e-01
3.940000000000000e-01 3.849246537464822e-01 3.838849999936363e-01
3.960000000000000e-01 3.865271109176836e-01 3.857309928146970e-01
3.980000000000000e-01 3.880255096886861e-01 3.875754427123008e-01
4.000000000000000e-01 3.894183423086505e-01 3.894183423086505e-01
4.000000000000000e-01 3.894183423086505e-01 3.894183423086505e-01
4.020000000000000e-01 3.917618310449725e-01 3.912596842321502e-01
4.040000000000000e-01 3.939965825398547e-01 3.930994611174347e-01
4.060000000000000e-01 3.961209334537346e-01 3.949376656053987e-01
4.080000000000000e-01 3.981332204470496e-01 3.967742903432270e-01
4.100000000000000e-01 4.000317801802371e-01 3.986093279844229e-01
4.120000000000000e-01 4.018149493137343e-01 4.004427711888384e-01
4.140000000000000e-01 4.034810645079789e-01 4.022746126227030e-01
4.160000000000000e-01 4.050284624234081e-01 4.041048449586535e-01
4.180000000000000e-01 4.064554797204594e-01 4.059334608757630e-01
4.200000000000000e-01 4.077604530595701e-01 4.077604530595702e-01
4.200000000000000e-01 4.077604530595701e-01 4.077604530595701e-01
4.220000000000000e-01 4.101651699828426e-01 4.095858142021088e-01
4.240000000000000e-01 4.124443533732262e-01 4.114095370019368e-01
4.260000000000000e-01 4.145961769953351e-01 4.132316141641653e-01
4.280000000000000e-01 4.166188146137835e-01 4.150520384004882e-01
4.300000000000000e-01 4.185104399931856e-01 4.168708024292108e-01
4.320000000000000e-01 4.202692268981557e-01 4.186878989752795e-01
4.340000000000000e-01 4.218933490933079e-01 4.205033207703106e-01
4.360000000000000e-01 4.233809803432565e-01 4.223170605526193e-01
4.380000000000000e-01 4.247302944126157e-01 4.241291110672488e-01
4.400000000000000e-01 4.259394650659996e-01 4.259394650659996e-01
4.400000000000000e-01 4.259394650659996e-01 4.259394650659996e-01
4.420000000000000e-01 4.284121327449750e-01 4.277481153074580e-01
4.440000000000000e-01 4.307408344054439e-01 4.295550545570256e-01
4.460000000000000e-01 4.329235736802610e-01 4.313602755869477e-01
4.480000000000000e-01 4.349583542022811e-01 4.331637711763425e-01
4.500000000000000e-01 4.368431796043586e-01 4.349655341112302e-01
4.520000000000000e-01 4.385760535193483e-01 4.367655571845614e-01
4.540000000000000e-01 4.401549795801046e-01 4.385638331962463e-01
4.560000000000000e-01 4.415779614194821e-01 4.403603549531830e-01
4.580000000000000e-01 4.428430026703357e-01 4.421551152692872e-01
4.600000000000000e-01 4.439481069655198e-01 4.439481069655198e-01
4.600000000000000e-01 4.439481069655198e-01 4.439481069655198e-01
4.620000000000000e-01 4.464957791589775e-01 4.457393228699165e-01
4.640000000000000e-01 4.488793443700330e-01 4.475287558176159e-01
4.660000000000000e-01 4.510966289390985e-01 4.493163986508889e-01
4.680000000000000e-01 4.531454592065864e-01 4.511022442191663e-01
4.700000000000000e-01 4.550236615129092e-01 4.528862853790683e-01
4.720000000000000e-01 4.567290621984794e-01 4.546685149944327e-01
4.740000000000000e-01 4.582594876037095e-01 4.564489259363432e-01
4.760000000000000e-01 4.596127640690117e-01 4.582275110831587e-01
4.780000000000000e-01 4.607867179347988e-01 4.600042633205408e-01
4.800000000000000e-01 4.617791755414829e-01 4.617791755414829e-01
4.800000000000000e-01 4.617791755414829e-01 4.617791755414829e-01
4.820000000000000e-01 4.644092340296262e-01 4.635522406463385e-01
4.840000000000000e-01 4.668532645658813e-01 4.653234515428497e-01
4.860000000000000e-01 4.691089091170503e-01 4.670928011461751e-01
4.880000000000000e-01 4.711738096499353e-01 4.688602823789187e-01
4.900000000000000e-01 4.730456081313385e-01 4.706258881711580e-01
4.920000000000000e-01 4.747219465280620e-01 4.723896114604721e-01
4.940000000000000e-01 4.762004668069081e-01 4.741514451919702e-01
4.960000000000000e-01 4.774788109346789e-01 4.759113823183197e-01
4.980000000000000e-01 4.785546208781764e-01 4.776694157997745e-01
5.000000000000000e-01 4.794255386042030e-01 4.794255386042030e-01
5.000000000000000e-01 4.794255386042030e-01 4.794255386042030e-01
5.020000000000000e-01 4.821456898222842e-01 4.811797437071163e-01
5.040000000000000e-01 4.846560413856894e-01 4.829320240916963e-01
5.060000000000000e-01 4.869540438904114e-01 4.846823727488240e-01
5.080000000000000e-01 4.890371479324431e-01 4.864307826771068e-01
5.100000000000000e-01 4.909028041077774e-01 4.881772468829075e-01
5.120000000000000e-01 4.925484630124070e-01 4.899217583803716e-01
5.140000000000000e-01 4.939715752423249e-01 4.916643101914553e-01
5.160000000000000e-01 4.951695913935240e-01 4.934048953459539e-01
5.180000000000000e-01 4.961399620619970e-01 4.951435068815290e-01
5.200000000000000e-01 4.968801378437367e-01 4.968801378437367e-01
5.200000000000000e-01 4.968801378437367e-01 4.968801378437367e-01
5.220000000000000e-01 4.996984093086874e-01 4.986147812860556e-01
5.240000000000000e-01 5.022811887995231e-01 5.003474302699141e-01
5.260000000000000e-01 5.046257286328694e-01 5.020780778647187e-01
5.280000000000000e-01 5.067292811253511e-01 5.038067171478813e-01
5.300000000000000e-01 5.085890985935940e-01 5.055333412048469e-01
5.320000000000000e-01 5.102024333542234e-01 5.072579431291219e-01
5.340000000000000e-01 5.115665377238647e-01 5.089805160223007e-01
5.360000000000000e-01 5.126786640191433e-01 5.107010529940940e-01
5.380000000000000e-01 5.135360645566842e-01 5.124195471623563e-01
5.400000000000000e-01 5.141359916531132e-01 5.141359916531132e-01
5.400000000000000e-01 5.141359916531132e-01 5.141359916531132e-01
5.420000000000000e-01 5.170607281727284e-01 5.158503796005889e-01
5.440000000000000e-01 5.197222907901207e-01 5.175627041472340e-01
5.460000000000000e-01 5.221177267275536e-01 5.192729584437527e-01
5.480000000000000e-01 5.242440832072913e-01 5.209811356491300e-01
5.500000000000000e-01 5.260984074515972e-01 5.226872289306592e-01
5.520000000000000e-01 5.276777466827353e-01 5.243912314639697e-01
5.540000000000000e-01 5.289791481229691e-01 5.260931364330534e-01
5.560000000000000e-01 5.299996589945626e-01 5.277929370302931e-01
5.580000000000001e-01 5.307363265197794e-01 5.294906264564881e-01
5.600000000000001e-01 5.311861979208834e-01 5.311861979208834e-01
5.600000000000001e-01 5.311861979208834e-01 5.311861979208834e-01
5.620000000000001e-01 5.342260575741421e-01 5.328796446411953e-01
5.640000000000001e-01 5.369730037371978e-01 5.345709598436391e-01
5.660000000000001e-01 5.394238718216968e-01 5.362601367629563e-01
5.680000000000001e-01 5.415754972392850e-01 5.379471686424414e-01
5.700000000000001e-01 5.434247154016086e-01 5.396320487339693e-01
5.720000000000001e-01 5.449683617203138e-01 5.413147702980217e-01
5.740000000000001e-01 5.462032716070470e-01 5.429953266037146e-01
5.760000000000001e-01 5.471262804734537e-01 5.446737109288252e-01
5.780000000000001e-01 5.477342237311806e-01 5.463499165598183e-01
5.800000000000001e-01 5.480239367918736e-01 5.480239367918737e-01
5.800000000000000e-01 5.480239367918736e-01 5.480239367918736e-01
5.820000000000000e-01 5.511878866667342e-01 5.496957649289124e-01
5.840000000000000e-01 5.540270587452799e-01 5.513653942836244e-01
5.860000000000000e-01 5.565380700165834e-01 5.530328181774945e-01
5.880000000000000e-01 5.587175374697173e-01 5.546980299408292e-01
5.900000000000000e-01 5.605620780937546e-01 5.563610229127838e-01
5.920000000000000e-01 5.620683088777678e-01 5.580217904413884e-01
5.940000000000000e-01 5.632328468108297e-01 5.596803258835754e-01
5.960000000000000e-01 5.640523088820132e-01 5.613366226052051e-01
5.980000000000000e-01 5.645233120803907e-01 5.629906739810929e-01
6.000000000000000e-01 5.646424733950354e-01 5.646424733950354e-01
6.000000000000000e-01 5.646424733950354e-01 5.646424733950354e-01
6.020000000000000e-01 5.679397850722603e-01 5.662920142398371e-01
6.040000000000000e-01 5.708782639192475e-01 5.679392899173369e-01
6.060000000000000e-01 5.734543020004198e-01 5.695842938384343e-01
6.080000000000000e-01 5.756642913801996e-01 5.712270194231158e-01
6.100000000000000e-01 5.775046241230095e-01 5.728674601004813e-01
6.120000000000000e-01 5.789716922932724e-01 5.745056093087701e-01
6.140000000000000e-01 5.800618879554108e-01 5.761414604953877e-01
6.160000000000000e-01 5.807716031738472e-01 5.777750071169316e-01
6.180000000000000e-01 5.810972300130045e-01 5.794062426392174e-01
6.200000000000000e-01 5.810351605373051e-01 5.810351605373051e-01
6.200000000000000e-01 5.810351605373051e-01 5.810351605373051e-01
6.220000000000000e-01 5.844754052941565e-01 5.826617542955254e-01
6.240000000000000e-01 5.875205065552778e-01 5.842860174075054e-01
6.260000000000000e-01 5.901666250753721e-01 5.859079433761948e-01
6.280000000000000e-01 5.924099216091437e-01 5.875275257138919e-01
6.300000000000000e-01 5.942465569112956e-01 5.891447579422695e-01
6.320000000000000e-01 5.956726917365319e-01 5.907596335924009e-01
6.340000000000000e-01 5.966844868395561e-01 5.923721462047856e-01
6.360000000000000e-01 5.972781029750718e-01 5.939822893293754e-01
6.380000000000000e-01 5.974497008977825e-01 5.955900565255997e-01
6.400000000000000e-01 5.971954413623922e-01 5.971954413623921e-01
6.400000000000000e-01 5.971954413623921e-01 5.971954413623921e-01
6.420000000000000e-01 6.007884851182462e-01 5.987984374182153e-01
6.440000000000000e-01 6.039477553507356e-01 6.003990382810872e-01
6.460000000000000e-01 6.066691752398928e-01 6.019972375486065e-01
6.480000000000000e-01 6.089486679657504e-01 6.035930288279783e-01
6.500000000000000e-01 6.107821567083410e-01 6.051864057360395e-01
6.520000000000000e-01 6.121655646476973e-01 6.067773618992848e-01
6.540000000000000e-01 6.130948149638523e-01 6.083658909538915e-01
6.560000000000000e-01 6.135658308368381e-01 6.099519865457456e-01
6.580000000000000e-01 6.135745354466877e-01 6.115356423304666e-01
6.600000000000000e-01 6.131168519734337e-01 6.131168519734338e-01
6.600000000000000e-01 6.131168519734338e-01 6.131168519734338e-01
6.620000000000000e-01 6.168728498125330e-01 6.146956091498106e-01
6.640000000000000e-01 6.201540622291202e-01 6.162719075445703e-01
6.660000000000000e-01 6.229561687037544e-01 6.178457408525216e-01
6.680000000000000e-01 6.252748487169947e-01 6.194171027783333e-01
6.700000000000000e-01 6.271057817494001e-01 6.209859870365597e-01
6.720000000000000e-01 6.284446472815296e-01 6.225523873516660e-01
6.740000000000000e-01 6.292871247939422e-01 6.241162974580530e-01
6.760000000000000e-01 6.296288937671969e-01 6.256777111000822e-01
6.780000000000000e-01 6.294656336818527e-01 6.272366220321013e-01
6.800000000000000e-01 6.287930240184686e-01 6.287930240184686e-01
6.800000000000000e-01 6.287930240184686e-01 6.287930240184686e-01
6.820000000000001e-01 6.327224148151466e-01 6.303469108335782e-01
6.840000000000001e-01 6.361335652697320e-01 6.318982762618849e-01
6.860000000000001e-01 6.390219051376131e-01 6.334471140979291e-01
6.880000000000001e-01 6.413828641741787e-01 6.349934181463615e-01
6.900000000000001e-01 6.432118721348170e-01 6.365371822219680e-01
6.920000000000001e-01 6.445043587749162e-01 6.380784001496943e-01
6.940000000000001e-01 6.452557538498648e-01 6.396170657646708e-01
6.960000000000001e-01 6.454614871150512e-01 6.411531729122371e-01
6.980000000000001e-01 6.451169883258638e-01 6.426867154479665e-01
7.000000000000001e-01 6.442176872376910e-01 6.442176872376911e-01
7.000000000000001e-01 6.442176872376911e-01 6.442176872376911e-01
7.020000000000001e-01 6.483311863265764e-01 6.457460821575257e-01
7.040000000000001e-01 6.518804871646333e-01 6.472718940938926e-01
7.060000000000001e-01 6.548607640446299e-01 6.487951169435463e-01
7.080000000000001e-01 6.572671912593351e-01 6.503157446135972e-01
7.100000000000001e-01 6.590949431015167e-01 6.518337710215367e-01
7.120000000000001e-01 6.603391938639437e-01 6.533491900952613e-01
7.140000000000001e-01 6.609951178393845e-01 6.548619957730967e-01
7.160000000000001e-01 6.610578893206072e-01 6.563721820038220e-01
7.180000000000001e-01 6.605226826003807e-01 6.578797427466945e-01
7.200000000000001e-01 6.593846719714731e-01 6.593846719714732e-01
7.200000000000000e-01 6.593846719714731e-01 6.593846719714731e-01
7.220000000000000e-01 6.636932694370221e-01 6.608869636584431e-01
7.240000000000000e-01 6.673891500000966e-01 6.623866117984397e-01
7.260000000000000e-01 6.704672263741340e-01 6.638836103928722e-01
7.280000000000000e-01 6.729224112725726e-01 6.653779534537484e-01
7.300000000000000e-01 6.747496174088500e-01 6.668696350036979e-01
7.320000000000000e-01 6.759437574964043e-01 6.683586490759965e-01
7.340000000000000e-01 6.764997442486731e-01 6.698449897145899e-01
7.360000000000000e-01 6.764124903790941e-01 6.713286509741178e-01
7.380000000000000e-01 6.756769086011055e-01 6.728096269199367e-01
7.400000000000000e-01 6.742879116281452e-01 6.742879116281451e-01
7.400000000000000e-01 6.742879116281451e-01 6.742879116281451e-01
7.420000000000000e-01 6.788028478338134e-01 6.757634991856060e-01
7.440000000000000e-01 6.826539287282190e-01 6.772363836899711e-01
7.460000000000000e-01 6.858358014816328e-01 6.787065592497046e-01
7.480000000000000e-01 6.883431132643265e-01 6.801740199841059e-01
7.500000000000000e-01 6.901705112465711e-01 6.816387600233341e-01
7.520000000000000e-01 6.913126425986379e-01 6.831007735084312e-01
7.540000000000000e-01 6.917641544907980e-01 6.845600545913451e-01
7.560000000000000e-01 6.915196940933227e-01 6.860165974349532e-01
7.580000000000000e-01 6.905739085764834e-01 6.874703962130864e-01
7.600000000000000e-01 6.889214451105513e-01 6.889214451105513e-01
7.600000000000000e-01 6.889214451105513e-01 6.889214451105513e-01
7.620000000000000e-01 6.936542692627076e-01 6.903697383231544e-01
7.640000000000000e-01 6.976694330458317e-01 6.918152700577247e-01
7.660000000000000e-01 7.009613068697134e-01 6.932580345321371e-01
7.680000000000000e-01 7.035242611441418e-01 6.946980259753357e-01
