x analitic dft/fft
9.700000000000000e-03 -9.363218081394666e-05 -9.363218079946889e-05
9.800000000000000e-03 -9.556785914247647e-05 -9.556785914130450e-05
9.900000000000001e-03 -9.752324153434601e-05 -9.752324151868219e-05
1.000000000000000e-02 -9.949832494966428e-05 -9.949832495251276e-05
1.010000000000000e-02 -1.014931063481303e-04 -1.014931063365310e-04
1.020000000000000e-02 -1.035075826890328e-04 -1.035075826907039e-04
1.030000000000000e-02 -1.055417509312504e-04 -1.055417509184531e-04
1.040000000000000e-02 -1.075956080332513e-04 -1.075956080325013e-04
1.050000000000000e-02 -1.096691509530930e-04 -1.096691509378800e-04
1.060000000000000e-02 -1.117623766484225e-04 -1.117623766464376e-04
1.070000000000000e-02 -1.138752820764763e-04 -1.138752820600414e-04
1.080000000000000e-02 -1.160078641940799e-04 -1.160078641961049e-04
1.090000000000000e-02 -1.181601199576479e-04 -1.181601199451848e-04
1.100000000000000e-02 -1.203320463231839e-04 -1.203320463239871e-04
1.110000000000000e-02 -1.225236402462804e-04 -1.225236402326024e-04
1.120000000000000e-02 -1.247348986821187e-04 -1.247348986828656e-04
1.130000000000000e-02 -1.269658185854687e-04 -1.269658185717309e-04
1.140000000000000e-02 -1.292163969106889e-04 -1.292163969101867e-04
1.150000000000000e-02 -1.314866306117264e-04 -1.314866305967555e-04
1.160000000000000e-02 -1.337765166421164e-04 -1.337765166456589e-04
1.170000000000000e-02 -1.360860519549827e-04 -1.360860519440815e-04
1.180000000000000e-02 -1.384152335030368e-04 -1.384152335053568e-04
1.190000000000000e-02 -1.407640582385787e-04 -1.407640582265501e-04
1.200000000000000e-02 -1.431325231134961e-04 -1.431325231134178e-04
1.210000000000000e-02 -1.455206250792646e-04 -1.455206250647600e-04
1.220000000000000e-02 -1.479283610869474e-04 -1.479283610857779e-04
1.230000000000000e-02 -1.503557280871956e-04 -1.503557280714551e-04
1.240000000000000e-02 -1.528027230302477e-04 -1.528027230330437e-04
1.250000000000000e-02 -1.552693428659296e-04 -1.552693428541752e-04
1.260000000000000e-02 -1.577555845436544e-04 -1.577555845452550e-04
1.270000000000000e-02 -1.602614450124226e-04 -1.602614449995182e-04
1.280000000000000e-02 -1.627869212208219e-04 -1.627869212206257e-04
1.290000000000000e-02 -1.653320101170266e-04 -1.653320101023537e-04
1.300000000000000e-02 -1.678967086487983e-04 -1.678967086473915e-04
1.310000000000000e-02 -1.704810137634852e-04 -1.704810137475865e-04
1.320000000000000e-02 -1.730849224080223e-04 -1.730849224106240e-04
1.330000000000000e-02 -1.757084315289310e-04 -1.757084315170826e-04
1.340000000000000e-02 -1.783515380723195e-04 -1.783515380737455e-04
1.350000000000000e-02 -1.810142389838818e-04 -1.810142389708086e-04
1.360000000000000e-02 -1.836965312088989e-04 -1.836965312078248e-04
1.370000000000000e-02 -1.863984116922375e-04 -1.863984116767664e-04
1.380000000000000e-02 -1.891198773783505e-04 -1.891198773760761e-04
1.390000000000000e-02 -1.918609252112766e-04 -1.918609251945896e-04
1.400000000000000e-02 -1.946215521346406e-04 -1.946215521363981e-04
1.410000000000000e-02 -1.974017550916528e-04 -1.974017550789575e-04
1.420000000000000e-02 -2.002015310251094e-04 -2.002015310256233e-04
1.430000000000000e-02 -2.030208768773918e-04 -2.030208768635244e-04
1.440000000000000e-02 -2.058597895904672e-04 -2.058597895909647e-04
1.450000000000000e-02 -2.087182661058879e-04 -2.087182660918813e-04
1.460000000000000e-02 -2.115963033647914e-04 -2.115963033640644e-04
1.470000000000000e-02 -2.144938983079004e-04 -2.144938982926725e-04
1.480000000000000e-02 -2.174110478755226e-04 -2.174110478788266e-04
1.490000000000000e-02 -2.203477490075506e-04 -2.203477489963052e-04
1.500000000000000e-02 -2.233039986434617e-04 -2.233039986454938e-04
1.510000000000000e-02 -2.262797937223181e-04 -2.262797937099131e-04
1.520000000000000e-02 -2.292751311827663e-04 -2.292751311823715e-04
1.530000000000000e-02 -2.322900079630375e-04 -2.322900079481938e-04
1.540000000000000e-02 -2.353244210009473e-04 -2.353244209993555e-04
1.550000000000000e-02 -2.383783672338954e-04 -2.383783672178230e-04
1.560000000000000e-02 -2.414518435988657e-04 -2.414518436013452e-04
1.570000000000000e-02 -2.445448470324261e-04 -2.445448470203698e-04
1.580000000000000e-02 -2.476573744707290e-04 -2.476573744718963e-04
1.590000000000000e-02 -2.507894228495097e-04 -2.507894228362811e-04
1.600000000000000e-02 -2.539409891040879e-04 -2.539409891042371e-04
1.610000000000000e-02 -2.571120701693668e-04 -2.571120701550800e-04
1.620000000000000e-02 -2.603026629798330e-04 -2.603026629787591e-04
1.630000000000000e-02 -2.635127644695568e-04 -2.635127644540630e-04
1.640000000000000e-02 -2.667423715721915e-04 -2.667423715751877e-04
1.650000000000000e-02 -2.699914812209738e-04 -2.699914812094861e-04
1.660000000000000e-02 -2.732600903487233e-04 -2.732600903504745e-04
1.670000000000000e-02 -2.765481958878428e-04 -2.765481958751231e-04
1.680000000000000e-02 -2.798557947703181e-04 -2.798557947696206e-04
1.690000000000000e-02 -2.831828839277174e-04 -2.831828839125611e-04
1.700000000000000e-02 -2.865294602911920e-04 -2.865294602893143e-04
1.710000000000000e-02 -2.898955207914755e-04 -2.898955207751158e-04
1.720000000000000e-02 -2.932810623588838e-04 -2.932810623610116e-04
1.730000000000000e-02 -2.966860819233156e-04 -2.966860819109823e-04
1.740000000000000e-02 -3.001105764142517e-04 -3.001105764150885e-04
1.750000000000000e-02 -3.035545427607549e-04 -3.035545427472058e-04
1.760000000000000e-02 -3.070179778914702e-04 -3.070179778923154e-04
1.770000000000000e-02 -3.105008787346242e-04 -3.105008787209623e-04
1.780000000000000e-02 -3.140032422180259e-04 -3.140032422176420e-04
1.790000000000000e-02 -3.175250652690657e-04 -3.175250652542178e-04
1.800000000000000e-02 -3.210663448147154e-04 -3.210663448183215e-04
1.810000000000000e-02 -3.246270777815289e-04 -3.246270777706450e-04
1.820000000000000e-02 -3.282072610956407e-04 -3.282072610980152e-04
1.830000000000000e-02 -3.318068916827671e-04 -3.318068916707273e-04
1.840000000000000e-02 -3.354259664682058e-04 -3.354259664681558e-04
1.850000000000000e-02 -3.390644823768351e-04 -3.390644823623723e-04
1.860000000000000e-02 -3.427224363331144e-04 -3.427224363319326e-04
1.870000000000000e-02 -3.463998252610843e-04 -3.463998252453415e-04
